DOY   hrmin     Vbar    SDVn
188   2200      2.26    0.40
188   2300      2.54    0.44
189    100      1.36    0.68
189    200      2.31    0.43
189    300      2.21    0.28
189    600      1.84    0.42
189    700      1.06    0.40
189    800      1.15    0.44
189    900      1.86    0.34
189   1000      1.31    0.40
189   1100      1.71    0.43
189   1200      1.29    0.60
189   1300      1.68    0.56
189   1400      1.96    0.57
189   1500      2.27    0.88
189   1600      2.59    1.16
189   1700      4.05    1.06
189   1800      5.37    0.61
189   1900      3.86    0.38
189   2000      1.79    0.52
189   2100      1.80    0.85
189   2200      2.37    0.86
189   2300      1.61    0.31
189   2400      1.74    0.58
190    100      2.34    0.33
190    200      1.47    0.32
190    300      2.42    0.30
190    400      1.99    0.26
190    500      1.10    0.31
190    600      1.40    0.31
190    700      1.58    0.39
190    800      2.10    0.44
190    900      1.28    0.31
190   1000      1.20    0.44
190   1100      1.47    0.57
190   1200      1.54    0.60
190   1300      1.81    0.70
190   1400      1.63    0.64
190   1500      1.54    0.55
190   1600      1.81    0.44
190   1700      1.65    0.50
190   1800      1.39    0.22
190   1900      2.32    0.29
190   2000      2.34    0.67
190   2100      1.35    0.56
190   2200      1.66    0.19
190   2300      1.52    0.39
190   2400      1.70    0.26
191    100      1.88    0.42
191    200      2.99    0.42
191    300      1.94    0.26
191    400      1.42    0.52
191    500      3.00    0.58
191    600      3.14    0.33
191    700      1.81    0.51
191    800      1.59    0.26
191    900      0.96    0.40
191   1000      1.56    0.66
191   1100      3.57    0.83
191   1200      3.73    1.17
191   1300      3.93    0.99
191   1400      3.57    0.85
191   1500      3.18    1.13
191   1600      2.27    0.87
191   1700      3.04    0.72
191   1800      3.95    0.86
191   1900      5.34    0.65
191   2000      2.18    1.02
191   2400      1.55    0.39
192    100      0.92    0.28
192    200      4.80    0.69
192    300      2.89    1.10
192    400      4.04    0.89
192    500      2.07    0.40
192    600      1.19    0.29
192    700      1.13    0.23
192    800      0.93    0.26
192    900      0.90    0.35
192   1000      1.51    0.59
192   1100      1.56    0.53
192   1200      1.94    0.63
192   1300      2.39    0.72
192   1400      1.61    0.52
192   1500      2.19    0.88
192   1600      1.45    0.54
192   1700      1.45    0.49
192   1800      1.50    0.18
192   1900      5.28    2.09
192   2000      3.76    0.99
192   2100      4.29    0.67
193    100      2.47    0.96
193    200      3.03    0.66
193    300      1.89    0.48
193    400      1.54    0.54
193    500      1.60    0.33
193    600      2.46    0.21
193    700      1.97    0.21
193    800      0.91    0.28
193   1500      3.48    0.65
193   1700      2.02    0.38
193   1800      0.71    0.37
193   1900      4.76    0.66
193   2000      2.79    0.59
193   2100      1.80    0.38
193   2200      2.08    0.30
193   2300      3.67    0.43
193   2400      3.04    0.44
194    100      2.08    0.57
194    200      2.64    0.38
194    300      2.55    0.38
194    400      3.02    0.30
194    500      2.90    0.33
194    600      2.30    0.37
194    700      1.25    0.27
194    800      0.88    0.24
194    900      1.20    0.34
194   1000      0.89    0.38
194   1100      1.16    0.58
194   1300      2.13    0.73
194   1400      2.47    0.68
194   1500      1.50    0.75
194   1600      1.01    0.31
194   1700      1.23    0.28
194   1800      1.17    0.23
194   2000      1.65    0.28
194   2100      2.85    0.28
194   2200      3.14    0.28
194   2300      3.75    0.32
194   2400      2.91    0.48
195    100      2.93    0.62
195    200      1.54    0.63
195    300      1.37    0.48
195    400      1.19    0.42
195    500      1.29    0.28
195    600      1.43    0.45
195    700      1.56    0.28
195    800      0.85    0.29
195    900      1.16    0.35
195   1000      1.17    0.54
195   1100      1.07    0.38
195   1200      2.53    0.61
195   1300      1.92    0.50
195   1400      1.60    0.42
195   1500      2.66    0.65
195   1600      5.83    1.24
195   1700      8.46    1.05
195   1800      7.49    0.86
195   2000      4.52    0.59
195   2100      1.73    0.50
195   2200      1.51    0.48
195   2300      2.39    0.75
195   2400      3.36    0.40
196    100      1.51    0.33
196    200      1.09    0.46
196    300      1.49    0.24
196    400      0.99    0.26
196    500      1.54    0.18
196    600      1.69    0.15
196    700      0.52    0.26
196    800      0.69    0.32
196    900      0.86    0.25
196   1000      2.01    0.70
196   1100      2.94    0.72
196   1200      3.58    0.82
196   1300      3.21    0.75
196   1400      2.69    0.68
196   1500      2.12    0.74
196   1600      1.48    0.51
196   1700      1.59    0.27
196   1800      1.43    0.31
196   1900      2.06    0.56
196   2000      2.81    0.14
196   2100      2.25    0.25
196   2200      1.66    0.46
196   2300      1.80    0.38
196   2400      2.51    0.57
197    100      2.62    0.54
197    200      1.09    0.31
197    300      1.21    0.43
197    400      1.17    0.52
197    500      1.66    0.19
197    600      1.58    0.40
197    700      1.14    0.19
197    800      0.51    0.13
197    900      0.47    0.16
197   1000      0.60    0.24
197   1100      1.76    0.46
197   1200      1.47    0.59
197   1300      4.02    1.03
197   1400      7.87    1.10
197   1500      7.19    1.16
197   1600      3.86    0.52
197   1700      2.43    0.87
197   1800      1.93    0.56
197   1900      1.57    0.39
197   2000      1.48    0.32
197   2100      2.82    0.41
197   2200      3.21    0.36
197   2300      2.81    0.48
197   2400      3.01    0.54
198    100      3.33    0.38
198    200      2.07    0.47
198    300      2.24    0.80
198    400      1.41    0.70
198    500      1.67    0.52
198    600      1.70    0.49
198    700      0.88    0.42
198    800      0.90    0.22
198    900      1.50    0.36
198   1000      2.36    0.39
198   1100      2.54    0.84
198   1200      2.47    0.67
198   1300      2.74    1.08
198   1400      5.23    1.04
198   1500      2.87    0.44
198   1600      1.56    0.42
198   1700      2.55    0.72
198   1800      2.15    0.76
198   1900      3.63    0.58
198   2000      2.73    0.52
198   2100      2.60    0.33
198   2200      3.08    0.31
198   2300      3.02    0.47
198   2400      2.02    0.60
199    100      1.69    0.57
199    200      1.96    0.21
199    300      1.61    0.48
199    400      2.09    0.56
199    500      1.69    0.48
199    600      2.13    0.58
199    700      1.30    0.38
199    800      0.86    0.24
199    900      1.28    0.33
199   1000      1.92    0.36
199   1100      2.49    0.82
199   1200      1.94    0.67
199   1300      1.67    0.37
199   1400      1.42    0.59
199   1500      1.92    0.52
199   1600      1.89    0.57
199   1700      2.01    0.49
199   1800      2.15    0.21
199   1900      1.47    0.18
199   2000      1.61    0.60
199   2100      1.93    0.70
199   2200      1.80    0.59
199   2300      2.13    0.54
199   2400      2.14    0.75
200    100      2.86    0.29
200    200      2.92    0.50
200    300      3.68    0.36
200    400      3.85    0.48
200    500      2.35    0.43
200    600      1.36    0.52
200    700      0.95    0.30
200    800      0.69    0.35
200    900      0.53    0.23
200   1000      0.99    0.47
200   1100      1.73    0.33
200   1200      0.96    0.35
200   1300      1.39    0.45
200   1400      1.96    0.75
200   1500      2.52    0.41
200   1600      2.88    0.46
200   1700      2.15    0.26
200   1800      1.83    0.23
200   1900      1.76    0.44
200   2000      2.41    0.44
200   2100      2.60    0.70
200   2200      2.46    0.38
200   2300      1.15    0.26
200   2400      0.95    0.38
201    100      1.78    0.44
201    200      2.49    0.54
201    300      1.65    0.48
201    400      2.03    0.33
201    500      1.65    0.33
201    600      1.91    0.55
201   1800      0.71    0.28
201   1900      0.57    0.25
201   2000      1.47    0.16
201   2100      2.69    0.26
201   2200      1.73    0.41
201   2300      1.46    0.63
201   2400      2.47    0.29
202    100      2.05    0.32
202    200      2.82    0.31
202    300      3.13    0.43
202    400      1.83    0.44
202    500      2.70    0.29
202    600      1.18    0.33
202    700      1.37    0.38
202    800      0.39    0.18
202    900      0.92    0.21
202   1000      1.40    0.55
202   1100      1.79    0.78
202   1200      3.03    0.89
202   1300      5.03    1.22
202   1400      4.68    1.08
202   1500      4.92    0.83
202   1600      3.73    0.70
202   1700      2.57    0.59
202   1800      3.61    0.78
202   1900      1.96    0.99
202   2000      1.22    0.24
202   2100      1.77    0.41
202   2200      2.37    0.55
202   2300      1.62    0.27
202   2400      1.82    0.53
203    100      1.94    0.38
203    200      1.39    0.41
203    300      0.82    0.28
203    400      0.99    0.24
203    500      1.62    0.51
203    600      1.79    0.31
203    700      1.46    0.19
203    800      0.79    0.41
203    900      1.64    0.28
203   1000      1.48    0.43
203   1100      1.48    0.49
203   1200      2.09    0.64
203   1300      1.83    0.83
203   1400      1.72    0.70
203   1500      4.44    0.80
203   1600      4.31    0.50
203   1700      5.31    0.64
203   1800      4.01    1.05
203   1900      4.82    0.75
203   2000      4.47    0.61
203   2100      3.95    0.52
203   2200      2.60    0.51
203   2300      3.15    0.44
203   2400      1.74    0.39
204    100      1.68    0.49
204    200      2.08    0.50
204    300      2.29    0.37
204    400      2.09    0.39
204    500      1.82    0.40
204    600      2.31    0.29
204    700      0.63    0.14
204    800      0.77    0.15
204    900      0.75    0.33
204   1000      1.13    0.37
204   1100      1.95    0.44
204   1200      1.86    0.42
204   1300      1.65    0.50
204   1400      4.47    0.76
204   1500      4.15    0.77
204   1600      4.78    0.66
204   1700      3.09    0.34
204   1800      1.09    0.41
204   1900      0.95    0.30
204   2000      1.92    0.25
204   2100      2.84    0.34
204   2200      3.25    0.44
204   2300      4.27    0.63
204   2400      2.50    0.31
205    100      1.99    0.30
205    200      1.92    0.39
205    300      1.44    0.68
205    400      1.84    0.44
205    500      1.52    0.23
205    600      1.94    0.35
205    700      1.00    0.41
205    800      1.32    0.15
205   1900      0.84    0.19
205   2000      2.78    1.06
205   2100      4.75    1.59
205   2200      4.01    0.80
205   2300      2.86    0.84
205   2400      4.15    0.67
206    100      1.64    0.71
206    200      1.96    0.56
206    300      2.01    0.52
206    400      1.46    0.46
206    500      1.63    0.30
206    600      1.49    0.40
206    700      0.89    0.20
206    800      0.97    0.30
206    900      0.61    0.19
206   1000      0.57    0.19
206   1100      0.80    0.18
206   1200      0.88    0.37
206   1300      3.19    0.73
206   1400      3.07    0.79
206   1500      5.73    0.70
206   1600      3.83    0.48
206   1700      2.21    0.42
206   1800      1.40    0.36
206   1900      0.94    0.17
206   2000      1.77    0.19
206   2200      5.97    1.77
206   2300      4.04    0.76
206   2400      3.64    0.49
207    100      2.15    0.30
207    200      2.03    0.41
207    300      1.66    0.47
207    400      2.21    0.53
207    500      2.02    0.38
207    600      1.87    0.25
207    700      1.33    0.23
207    800      0.49    0.18
207    900      0.75    0.25
207   1000      1.05    0.31
207   1100      2.22    0.71
207   1200      2.32    0.56
207   1300      2.52    0.47
207   1400      1.93    0.73
207   1500      1.73    0.69
207   1600      1.69    0.30
207   1700      1.28    0.30
207   1800      1.37    0.32
207   1900      1.18    0.35
207   2100      2.99    0.97
207   2200      2.31    0.40
207   2300      1.84    0.33
207   2400      1.88    0.45
208    100      2.91    0.49
208    200      2.71    0.76
208    300      2.70    0.60
208    400      1.75    0.46
208    500      1.70    0.38
208    600      2.58    0.33
208    700      1.52    0.25
208    800      0.73    0.21
208    900      0.81    0.33
208   1000      1.47    0.31
208   1100      1.98    0.45
208   1200      1.28    0.34
208   1300      1.09    0.45
208   1400      3.63    0.51
208   1500      2.80    0.43
208   1600      2.90    0.37
208   1700      3.32    0.49
208   1800      2.68    0.61
208   1900      2.06    0.29
208   2000      1.84    0.48
208   2100      2.79    0.57
208   2200      1.95    0.40
208   2300      3.28    0.42
208   2400      3.37    0.45
209    100      3.81    0.37
209    200      2.75    0.38
209    400      1.86    0.75
209    500      2.03    0.52
209    600      2.27    0.55
209    700      1.17    0.39
209    800      0.87    0.29
209    900      1.76    0.26
209   1000      1.99    0.41
209   1100      1.92    0.48
209   1200      2.25    0.55
209   1300      3.91    0.57
209   1400      2.16    0.53
209   1500      1.90    0.69
209   1600      2.44    0.64
209   1700      2.72    0.66
209   1800      3.68    0.97
209   1900      1.99    0.33
209   2000      1.15    0.33
209   2100      2.12    0.40
209   2200      3.12    0.25
209   2300      2.77    0.31
209   2400      1.66    0.39
210    100      2.54    0.46
210    200      2.00    0.33
210    300      1.61    0.29
210    400      2.45    0.27
210    500      2.96    0.29
210    600      2.28    0.22
210    700      1.31    0.20
210    800      1.56    0.20
210    900      0.48    0.20
210   1000      1.02    0.28
210   1100      1.34    0.52
210   1200      1.04    0.45
210   1300      1.81    0.57
210   1400      1.79    0.58
210   1500      2.43    0.69
210   1600      1.91    0.67
210   1700      1.39    0.23
210   1800      2.01    0.67
210   1900      4.09    0.52
210   2000      4.05    0.45
210   2100      5.09    0.49
210   2200      3.47    0.48
210   2300      3.30    0.63
210   2400      4.01    0.53
211    100      4.09    0.60
211    200      3.57    0.47
211    300      1.69    0.34
211    400      1.07    0.32
211    500      2.00    0.63
211    600      1.71    0.47
211    700      2.49    0.32
211    800      1.17    0.28
211    900      0.80    0.36
211   1000      1.04    0.53
211   1100      1.45    0.52
211   1200      1.38    0.45
211   1300      1.00    0.53
211   1400      1.56    0.44
211   1500      1.81    0.49
211   1600      2.18    0.35
211   1700      1.95    0.63
211   1800      1.09    0.35
211   1900      0.84    0.26
211   2000      2.11    0.31
211   2100      3.15    0.26
211   2200      3.54    0.33
211   2300      2.13    0.43
211   2400      2.44    0.27
212    100      2.86    0.29
212    200      3.48    0.39
212    300      3.89    0.38
212    400      4.11    0.37
212    500      2.69    0.39
212    600      1.11    0.44
212    700      1.11    0.33
212    800      0.51    0.25
212    900      0.95    0.17
212   1000      0.98    0.34
212   1100      1.22    0.39
212   1200      1.12    0.28
212   1300      1.55    0.49
212   1400      2.17    0.47
212   1500      1.67    0.59
212   1600      1.68    0.39
212   1700      1.30    0.35
212   1800      0.39    0.13
212   1900      1.00    0.28
212   2000      2.10    0.32
212   2100      3.01    0.28
212   2200      3.35    0.32
212   2300      4.24    0.47
212   2400      2.66    0.51
213    100      1.35    0.49
213    200      1.45    0.58
213    300      1.79    0.44
213    400      1.70    0.47
213    500      1.21    0.42
213    600      1.44    0.63
213    700      1.12    0.36
213    800      1.17    0.22
213    900      1.02    0.42
213   1000      1.47    0.58
213   1100      1.46    0.52
213   1200      1.20    0.37
213   1300      1.36    0.30
213   1400      3.23    1.00
213   1500      2.75    0.94
213   1600      2.87    0.48
213   1700      4.35    1.16
213   1800      3.32    1.09
213   1900      2.68    0.95
213   2000      1.13    0.47
213   2100      1.86    0.54
213   2200      2.50    0.96
213   2300      2.17    0.67
213   2400      1.32    0.40
214    100      1.47    0.40
214    200      1.70    0.26
214    300      1.26    0.34
214    400      2.35    0.33
214    500      1.72    0.55
214    600      1.45    0.41
214    700      1.03    0.26
214    800      0.62    0.28
214    900      1.00    0.16
214   1000      0.89    0.26
214   1100      1.04    0.35
214   1200      0.88    0.37
214   1300      0.81    0.47
214   1400      1.46    0.84
214   1500      9.18    1.24
214   1600      8.22    1.02
214   1700      3.66    0.61
214   1800      1.55    0.57
214   1900      0.60    0.40
214   2000      1.37    0.66
214   2100      1.78    0.48
214   2200      2.14    0.31
214   2300      1.31    0.31
214   2400      1.61    0.46
215    100      1.54    0.37
215    200      1.67    0.42
215    300      1.29    0.39
215    400      1.25    0.45
215    500      1.65    0.47
215    600      1.59    0.31
215    700      1.61    0.35
215    800      1.15    0.20
215    900      1.76    0.26
215   1000      1.80    0.42
215   1100      1.94    0.57
215   1200      2.25    0.92
215   1300      1.88    0.96
215   1400      1.25    0.46
215   1500      2.05    0.66
215   1600      2.49    0.53
215   1700      1.93    0.40
215   1800      1.99    0.37
215   1900      1.00    0.37
215   2000      2.04    0.42
215   2100      2.39    0.45
215   2200      1.71    0.38
215   2300      2.71    0.37
215   2400      1.96    0.44
216    100      2.38    0.43
216    200      1.65    0.72
216    300      1.68    0.54
216    400      1.31    0.58
216    500      1.62    0.34
216    600      1.65    0.28
216    700      1.53    0.33
216    800      0.58    0.23
216   1400      5.92    1.02
216   1500      5.99    0.94
216   1600      5.54    0.96
216   2100      1.57    0.32
216   2200      1.66    0.34
217    100      1.76    0.82
217    200      1.82    0.60
217    300      2.20    0.85
217    400      1.79    0.59
217    500      2.15    0.53
217    600      2.97    0.32
217    700      1.81    0.45
217    800      0.70    0.31
217    900      1.50    0.28
217   1000      1.78    0.45
217   1100      2.43    0.51
217   1200      2.42    0.68
217   1300      2.91    0.83
217   1400      3.42    1.05
217   1500      4.43    0.97
217   1600      4.83    0.87
217   1700      4.13    1.02
217   1800      4.64    0.79
217   1900      4.50    0.65
217   2000      3.12    0.38
217   2100      2.68    0.56
217   2200      1.15    0.52
217   2300      1.24    0.53
217   2400      1.29    0.37
218    100      2.23    0.48
218    200      2.40    0.50
218    300      1.98    0.40
218    400      2.12    0.52
218    500      2.19    0.46
218    600      2.34    0.32
218    700      2.03    0.42
218    800      1.19    0.30
218    900      0.38    0.14
218   1000      1.29    0.26
218   1100      1.53    0.43
218   1200      1.62    0.47
218   1300      1.07    0.53
218   1400      1.42    0.46
218   1500      1.54    0.50
218   1600      1.12    0.43
218   1700      0.96    0.37
218   1800      0.56    0.32
218   1900      2.07    0.46
218   2000      2.25    0.38
218   2100      2.70    0.33
218   2200      2.41    0.34
218   2300      1.48    0.34
218   2400      2.70    0.28
219    100      2.10    0.51
219    200      2.08    0.28
219    300      2.72    0.39
219    400      1.83    0.57
219    500      1.80    0.53
219    600      1.84    0.42
219    700      1.47    0.34
219    800      0.49    0.18
219    900      1.05    0.31
219   1000      0.77    0.30
219   1100      1.21    0.44
219   1200      1.53    0.57
219   1300      1.63    0.56
219   1400      1.67    0.60
219   1500      1.85    0.63
219   1600      1.95    0.59
219   1700      1.84    0.38
219   1800      2.12    0.19
219   1900      1.61    0.49
219   2000      1.72    0.33
219   2100      2.02    0.86
219   2200      2.20    0.41
219   2300      1.97    0.49
219   2400      1.36    0.62
220    100      2.12    0.46
220    200      2.32    0.49
220    300      1.73    0.34
220    400      2.53    0.34
220    500      2.60    0.25
220    600      2.42    0.42
220    700      1.47    0.25
220    800      0.75    0.19
220    900      0.79    0.21
220   1000      1.01    0.29
220   1100      1.50    0.47
220   1200      1.78    0.46
220   1300      1.58    0.61
220   1400      1.68    0.59
220   1500      1.91    0.50
220   1600      1.63    0.31
220   1700      1.39    0.39
220   1800      0.80    0.29
220   1900      1.33    0.41
220   2000      2.38    0.39
220   2100      3.12    0.37
220   2200      3.52    0.35
220   2300      2.76    0.39
220   2400      3.37    0.30
221    100      1.24    0.27
221    200      2.07    0.44
221    300      1.80    0.47
221    400      2.37    0.34
221    500      2.24    0.48
221    600      2.64    0.31
221    700      1.80    0.42
221    800      0.97    0.36
221    900      0.98    0.17
221   1000      0.65    0.21
221   1100      0.90    0.29
221   1200      1.24    0.36
221   1300      1.63    0.53
221   1400      1.88    0.52
221   1500      1.93    0.52
221   1600      1.40    0.36
221   1700      1.26    0.35
221   1800      0.96    0.27
221   2000      2.82    0.37
221   2400      3.31    0.29
222    200      3.36    0.29
222    300      2.95    0.43
222    400      3.12    0.37
222    500      2.85    0.30
222    800      0.56    0.24
222    900      0.52    0.21
222   1000      0.50    0.22
222   1100      1.23    0.30
222   1200      2.35    0.49
222   1300      2.41    0.46
222   1400      1.92    0.71
222   1500      1.55    0.53
222   1600      1.37    0.55
222   1700      1.54    0.34
222   1800      1.51    0.24
222   1900      1.38    0.23
222   2000      2.60    0.44
222   2100      2.56    0.45
222   2200      2.98    0.30
222   2300      3.07    0.43
222   2400      3.12    0.27
223    100      3.15    0.57
223    200      2.40    0.67
223    300      2.50    0.50
223    400      2.18    0.58
223    500      2.27    0.58
223    600      1.40    0.40
223    700      1.08    0.32
223    800      0.69    0.24
223    900      0.60    0.16
223   1000      0.81    0.40
223   1100      1.14    0.40
223   1200      0.79    0.38
223   1300      0.84    0.44
223   1400      1.20    0.47
223   1500      1.12    0.45
223   1600      1.20    0.47
223   1700      1.19    0.36
223   1800      0.74    0.34
223   1900      1.83    0.21
223   2000      2.74    0.26
223   2100      2.92    0.41
223   2200      2.17    0.39
223   2300      3.13    0.46
223   2400      2.07    0.71
224    100      2.64    0.52
224    200      1.79    0.68
224    300      2.33    0.21
224    400      2.10    0.18
224    500      1.78    0.19
224    600      1.60    0.34
224    700      2.03    0.18
224    800      1.09    0.35
224    900      1.05    0.26
224   1000      1.43    0.34
224   1100      1.06    0.36
224   1200      0.83    0.28
224   1300      1.48    0.37
224   1400      1.59    0.40
224   1500      1.08    0.55
224   1600      1.34    0.54
224   1700      1.71    0.67
224   1800      1.61    0.32
224   1900      2.62    0.88
224   2000      3.00    0.59
224   2100      2.67    0.67
224   2200      3.37    0.50
224   2300      2.34    0.71
224   2400      2.07    0.74
225    100      1.98    0.86
225    200      0.97    0.43
225    300      1.03    0.40
225    400      2.62    0.53
225    500      2.23    0.33
225    600      1.89    0.40
225    700      1.58    0.33
225    800      1.26    0.40
225    900      0.75    0.15
225   1000      1.04    0.24
225   1100      1.55    0.27
225   1200      1.05    0.30
225   1300      7.03    1.08
225   1400      8.97    1.24
225   1500      4.61    0.73
225   1600      1.15    0.49
225   1700      2.74    0.51
225   1800      1.36    0.25
225   1900      1.67    0.31
225   2000      2.45    0.74
225   2100      1.77    0.43
225   2200      1.97    0.34
225   2300      2.87    0.38
225   2400      2.00    0.45
226    100      1.45    0.33
226    200      2.49    0.44
226    300      2.87    0.43
226    400      1.23    0.40
226    500      1.79    0.47
226    600      1.56    0.27
226    700      1.32    0.59
226    800      1.06    0.21
226    900      0.82    0.13
226   1000      1.04    0.31
226   1100      0.99    0.37
226   1200      1.08    0.27
226   1300      1.19    0.37
226   1400      1.59    0.76
226   1500      0.86    0.49
226   1600      1.96    1.02
226   1700      1.13    0.42
226   1800      1.63    0.62
226   1900      1.16    0.43
226   2000      2.08    0.43
226   2100      2.51    0.50
226   2200      2.36    0.64
226   2300      1.76    0.51
226   2400      1.52    0.50
227    100      2.15    0.53
227    200      2.49    0.62
227    300      1.39    0.55
227    400      1.78    0.66
227    500      1.53    0.56
227    600      1.84    0.37
227    700      1.64    0.25
227    800      0.57    0.32
227    900      0.73    0.44
227   1000      0.92    0.28
227   1100      0.79    0.30
227   1200      0.68    0.23
227   1300      1.28    0.48
227   1400      2.15    0.60
227   1500      2.26    0.51
227   1600      2.09    0.52
227   1700      2.15    0.64
227   1800      1.85    0.39
227   1900      2.60    0.10
227   2000      2.28    0.25
227   2100      2.54    0.24
227   2200      2.67    0.24
227   2300      2.29    0.72
227   2400      1.93    0.59
228    100      1.77    0.49
228    200      2.08    0.41
228    300      1.80    0.28
228    400      1.95    0.32
228    500      1.38    0.33
228    600      1.31    0.21
228    700      0.75    0.33
228    800      1.30    0.31
228    900      1.28    0.24
228   1000      0.68    0.17
228   1100      1.14    0.25
228   1200      1.57    0.34
228   1300      1.58    0.41
228   1400      2.23    0.44
228   1500      1.72    0.42
228   1600      1.18    0.44
228   1700      0.93    0.37
228   1800      0.67    0.28
228   1900      0.74    0.09
228   2000      2.31    0.17
228   2100      2.53    0.33
228   2200      1.73    0.28
228   2300      2.09    0.35
228   2400      1.17    0.37
229    100      1.46    0.36
229    200      1.67    0.33
229    300      1.51    0.48
229    400      2.06    0.39
229    500      2.14    0.50
229    600      2.89    0.27
229    700      2.89    0.32
229    800      1.43    0.20
229    900      0.93    0.29
229   1000      1.24    0.45
229   1100      1.66    0.54
229   1200      1.56    0.46
229   1300      1.88    0.72
229   1400      5.70    0.85
229   1500      7.51    1.01
229   1600      3.84    0.60
229   1700      2.41    0.57
229   1800      2.25    0.60
229   1900      2.40    0.36
229   2000      2.78    0.25
229   2100      3.70    0.34
229   2200      3.60    0.50
229   2300      4.37    1.16
229   2400      4.66    1.58
230    100      2.88    0.41
230    200      2.48    0.65
230    500      1.71    0.32
230    600      2.45    0.43
230    700      1.86    0.46
230    800      0.58    0.43
230    900      2.31    0.38
230   1000      2.00    0.38
230   1100      2.12    0.47
230   1200      2.00    0.50
230   1300      2.10    0.60
230   1400      1.84    0.51
230   1500      2.22    0.85
230   1600      3.65    0.65
230   1700      3.52    0.49
230   1800      2.23    0.27
230   1900      1.04    0.40
230   2000      1.76    0.57
230   2100      3.13    0.71
230   2200      3.61    0.52
230   2300      2.50    0.46
230   2400      3.02    0.49
231    100      1.90    0.53
231    200      1.53    0.50
231    300      2.93    0.47
231    400      2.60    0.64
231    500      2.28    0.72
231    600      1.71    0.50
231    700      1.18    0.46
231    800      2.23    0.45
231    900      2.52    0.48
231   1000      2.70    0.67
231   1100      2.14    0.64
231   1200      1.53    0.55
231   1300      1.34    0.53
231   1400      1.41    0.45
231   1500      1.31    0.47
231   1600      1.18    0.65
231   1700      0.98    0.42
231   1800      0.99    0.44
231   1900      0.81    0.25
231   2000      1.84    0.36
231   2100      1.73    0.47
231   2200      1.72    0.54
231   2300      2.69    0.28
231   2400      2.51    0.25
232    100      3.52    0.32
232    200      3.30    0.33
232    300      3.10    0.31
232    400      3.42    0.33
232    500      2.18    0.40
232    600      1.22    0.55
232    700      0.87    0.28
232    800      0.36    0.15
232    900      0.65    0.23
232   1000      1.51    0.32
232   1100      1.76    0.46
232   1200      1.68    0.52
232   1300      2.68    0.69
232   1400      1.91    0.43
232   1500      2.06    0.69
232   1600      1.36    0.27
232   1700      1.65    0.72
232   1800      1.30    0.33
232   1900      1.88    0.22
232   2000      2.46    0.25
232   2100      5.87    1.31
232   2200      4.50    0.69
232   2300      3.39    0.50
233    500      1.91    0.46
233    600      1.64    0.36
233    700      1.15    0.31
233    800      1.15    0.24
233    900      1.66    0.36
233   1000      2.85    1.17
233   1100      3.29    0.67
233   1200      2.01    0.91
233   1300      1.76    0.52
233   1400      1.53    0.50
233   1500      1.39    0.49
233   1600      1.34    0.24
233   1700      1.39    0.43
233   1800      0.99    0.22
233   1900      1.29    0.26
233   2000      1.97    0.32
233   2100      1.21    0.53
233   2200      1.48    0.27
233   2300      1.18    0.64
233   2400      1.58    0.31
234    100      0.95    0.42
234    200      1.59    0.28
234    500      0.83    0.26
234    600      0.95    0.30
234    700      1.10    0.22
234    900      1.27    0.34
234   1000      2.28    0.45
234   1100      2.87    0.56
234   1200      3.66    0.73
234   1300      3.87    0.88
234   1400      4.42    0.90
234   1500      4.00    0.98
234   1600      3.33    0.78
234   1900      2.49    0.97
234   2000      1.36    0.47
235    800      1.11    0.27
235    900      1.29    0.34
235   1000      1.63    0.48
235   1100      1.54    0.52
235   1200      1.33    0.63
235   1300      1.48    0.48
235   1400      2.40    0.60
235   1500      2.23    0.57
235   1600      1.67    0.61
235   1700      1.09    0.55
235   1800      1.60    0.35
235   1900      1.01    0.26
235   2000      1.68    0.32
235   2100      2.49    0.42
235   2200      2.32    0.32
235   2300      2.98    0.31
235   2400      2.81    0.45
236    100      2.20    0.45
236    200      3.44    0.38
236    300      1.99    0.40
236    400      1.91    0.39
236    500      1.96    0.47
236    600      1.79    0.28
236    700      2.24    0.20
236    800      0.35    0.15
236    900      0.81    0.25
236   1000      1.15    0.45
236   1100      1.26    0.43
236   1200      1.74    0.50
236   1300      1.55    0.58
236   1400      2.06    0.62
236   1500      3.57    0.70
236   1600      4.70    0.91
236   1700      3.26    0.44
236   1800      1.11    0.56
236   1900      1.18    0.30
236   2000      2.07    0.46
236   2100      3.33    0.64
236   2200      3.32    0.78
236   2300      2.20    0.38
236   2400      2.54    0.23
237    100      3.21    0.46
237    200      1.90    0.52
237    300      1.76    0.60
237    400      1.31    0.48
237    500      1.85    0.27
237    600      2.21    0.29
237    700      0.87    0.27
237    800      0.76    0.50
237    900      1.00    0.33
237   1000      1.19    0.42
237   1100      1.70    0.48
237   1200      2.16    0.41
237   1300      2.47    0.94
237   1400      3.80    1.01
237   1500      4.13    0.75
237   1600      3.74    0.90
237   1700      2.84    0.81
237   1800      3.11    0.50
237   1900      2.34    0.21
237   2000      1.91    0.48
237   2100      2.80    0.26
237   2200      3.10    0.51
237   2300      2.10    0.40
238    100      1.18    0.48
238    200      1.55    0.46
238    300      2.00    0.33
238    400      2.52    0.31
238    500      2.77    0.50
238    600      2.60    0.40
238    700      2.86    0.29
238    800      1.89    0.30
238    900      0.62    0.27
238   1000      1.64    0.45
238   1100      3.84    1.02
238   1200      4.71    0.89
238   1300      5.24    1.10
